id,text,time_stamp,likes,dislikes,retweet
4362,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",8/23/2009,444470,487762,True
4363,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",2/15/2025,639448,663084,False
4364,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,10/27/2009,645814,783908,True
4365,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,10/16/2024,91178,740066,False
4366,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",4/19/2011,799947,461121,True
4367,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",12/16/2022,92998,648117,False
4368,In congue. Etiam justo. Etiam pretium iaculis justo.,3/11/2013,477735,858464,True
4369,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,3/5/2013,102804,715946,True
4370,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,4/25/2011,655774,734149,True
4371,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,6/3/2004,262975,397054,True
4372,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",3/17/2013,591890,387186,False
4373,In congue. Etiam justo. Etiam pretium iaculis justo.,3/18/2021,554451,176041,False
4374,Fusce consequat. Nulla nisl. Nunc nisl.,1/17/2025,619508,899917,False
4375,Sed ante. Vivamus tortor. Duis mattis egestas metus.,7/16/2020,983278,798402,False
4376,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,3/3/2005,887555,612400,False
4377,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",12/17/2017,349219,223807,False
4378,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",7/13/2007,255175,822101,False
4379,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",10/17/2000,747063,401185,False
4380,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,6/19/2023,671993,552249,False
4381,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,11/17/2023,890425,13851,False
4382,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",3/12/2008,390573,415169,False
4383,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",3/10/2014,313550,515182,True
4384,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,10/3/2003,257156,191587,False
4385,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",11/26/2022,248316,872921,True
4386,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",8/10/2017,167889,892131,False
4387,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,4/1/2007,795470,273146,False
4388,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",12/31/2007,387395,312950,False
4389,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",3/18/2020,864171,591238,True
4390,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,9/16/2007,65074,404504,False
4391,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",10/20/2007,140027,222259,False
4392,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",9/13/2009,534614,878160,True
4393,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",10/30/2023,843204,284802,False
4394,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,2/2/2010,982672,946281,True
4395,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,4/29/2008,682594,376158,False
4396,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1/3/2002,150067,947872,True
4397,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",11/27/2012,824215,984541,True
4398,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1/13/2016,398056,850934,True
4399,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,5/2/2023,499832,643571,False
4400,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",8/18/2015,163523,302635,False
4401,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",5/31/2009,8797,700821,True
4402,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",6/21/2007,432040,344069,False
4403,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,10/18/2005,424024,134461,False
4404,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,9/13/2017,364786,439058,True
4405,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,12/16/2006,678950,49484,False
4406,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",6/14/2004,225563,231321,False
4407,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,9/6/2016,885167,303769,False
4408,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",3/2/2013,690576,284024,True
4409,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",9/24/2012,927015,976937,True
4410,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",9/18/2020,591173,516483,False
4411,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",11/3/2004,111643,997989,True
4412,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",4/12/2016,53910,87807,False
4413,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",5/3/2007,322421,840068,False
4414,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",5/26/2022,110746,387265,True
4415,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",7/19/2024,553154,214281,False
4416,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,10/9/2003,186398,133194,False
4417,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",11/16/2014,883115,170726,False
4418,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,11/21/2007,335253,835300,True
4419,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",12/4/2009,976639,178590,True
4420,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",10/19/2019,154709,205294,True
4421,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2/15/2016,785738,833440,False
4422,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",8/22/2019,638051,14570,True
4423,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",7/13/2008,332121,941002,False
4424,Sed ante. Vivamus tortor. Duis mattis egestas metus.,11/1/2001,886333,488943,False
4425,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,11/30/2008,165492,24425,True
4426,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,10/1/2015,305192,908322,True
4427,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",9/18/2024,424806,680376,False
4428,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,3/3/2010,382111,781120,True
4429,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,12/19/2000,751287,33627,True
4430,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,11/28/2022,443057,193490,True
4431,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",10/21/2006,126170,336266,True
4432,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",12/27/2023,458252,454812,True
4433,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",4/28/2011,834944,311997,True
4434,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",8/5/2012,466338,846167,False
4435,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",10/5/2015,386917,992202,True
4436,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",4/27/2022,440702,870961,False
4437,Phasellus in felis. Donec semper sapien a libero. Nam dui.,8/5/2012,974309,855626,False
4438,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,11/13/2005,23197,390710,True
4439,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",12/1/2019,514471,89868,False
4440,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,10/24/2012,112216,489910,True
4441,Phasellus in felis. Donec semper sapien a libero. Nam dui.,8/23/2001,436462,693427,False
4442,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",10/31/2020,365771,335150,False
4443,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",6/27/2021,80739,802424,True
4444,Fusce consequat. Nulla nisl. Nunc nisl.,12/20/2012,439682,125922,False
4445,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,6/7/2002,974988,58140,False
4446,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,9/15/2008,886283,946110,False
4447,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,7/11/2015,559933,609840,True
4448,Fusce consequat. Nulla nisl. Nunc nisl.,7/10/2000,138565,658030,False
4449,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,1/3/2003,386904,878164,False
4450,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,4/19/2005,509873,223165,False
4451,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1/16/2002,99225,476605,False
4452,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",9/14/2019,656163,764666,True
4453,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1/12/2019,377475,896467,True
4454,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",3/8/2024,262065,387063,True
4455,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,11/12/2011,285500,648601,True
4456,Fusce consequat. Nulla nisl. Nunc nisl.,7/20/2011,291789,160227,False
4457,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",7/13/2016,909107,393680,False
4458,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,7/9/2023,373618,542018,False
4459,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",4/13/2006,780168,120535,False
4460,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",6/18/2012,931970,450045,True
4461,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",11/3/2004,294732,736459,True
4462,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,11/2/2022,715498,599256,False
4463,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,4/15/2014,178050,198784,True
4464,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,4/23/2023,617022,367409,False
4465,In congue. Etiam justo. Etiam pretium iaculis justo.,3/16/2017,176827,845363,True
4466,Phasellus in felis. Donec semper sapien a libero. Nam dui.,11/16/2008,48863,848016,False
4467,Phasellus in felis. Donec semper sapien a libero. Nam dui.,7/14/2023,121425,985171,True
4468,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,11/13/2012,962870,615942,True
4469,Phasellus in felis. Donec semper sapien a libero. Nam dui.,12/6/2015,916324,963974,False
4470,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",2/22/2018,65087,961069,False
4471,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",6/11/2020,398932,605096,True
4472,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,10/6/2007,122229,560547,False
4473,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,4/25/2007,918650,912540,False
4474,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,2/26/2011,503835,278312,False
4475,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,5/16/2016,123628,556646,False
4476,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,1/22/2002,851788,310105,True
4477,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",2/1/2002,553552,133910,False
4478,Fusce consequat. Nulla nisl. Nunc nisl.,1/28/2002,807318,32410,False
4479,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,2/3/2008,971478,692594,True
4480,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",4/1/2023,63160,392960,True
4481,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",12/29/2019,714301,705059,False
4482,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",3/18/2008,917277,910433,True
4483,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",10/10/2001,912689,680346,False
4484,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",5/17/2015,921027,86542,False
4485,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",7/29/2017,252924,386751,True
4486,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",9/18/2011,839284,124720,False
4487,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,1/4/2016,19606,435206,True
4488,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",10/8/2003,468595,527562,True
4489,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",2/28/2023,56179,314423,False
4490,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",12/22/2006,466256,932333,False
4491,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1/1/2018,635974,23320,True
4492,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",12/1/2015,103724,716277,False
4493,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",12/11/2011,739090,758859,True
4494,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",9/5/2011,163851,955500,True
4495,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,7/29/2015,856220,736069,True
4496,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",7/17/2012,447543,351607,True
4497,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,7/3/2005,399357,348359,False
4498,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,6/8/2018,631816,180185,False
4499,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,6/10/2017,34813,135606,False
4500,Phasellus in felis. Donec semper sapien a libero. Nam dui.,12/13/2005,126667,868009,False
4501,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",12/14/2010,544258,270181,True
4502,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,11/14/2002,398220,224960,True
4503,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,5/2/2005,989778,494397,True
4504,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,8/31/2012,605670,477044,False
4505,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,9/1/2016,281253,594834,True
4506,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",10/17/2012,679218,723338,True
4507,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",9/10/2023,949245,278397,False
4508,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",4/8/2004,212531,305575,False
4509,Sed ante. Vivamus tortor. Duis mattis egestas metus.,6/1/2009,891838,511741,True
4510,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,9/9/2001,349953,175618,False
4511,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,5/27/2004,927540,489936,False
4512,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",4/27/2002,521034,64676,False
4513,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",4/7/2016,577381,757931,False
4514,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",3/1/2021,521033,669358,True
4515,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,10/31/2002,741633,207345,True
4516,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,6/3/2013,718416,455657,False
4517,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",6/30/2023,775509,258893,True
4518,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1/16/2004,619453,23325,True
4519,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",2/24/2013,987179,959103,True
4520,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",7/26/2014,299153,547071,True
4521,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",5/24/2018,783212,787175,False
4522,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",8/24/2007,914694,433980,False
4523,Phasellus in felis. Donec semper sapien a libero. Nam dui.,4/4/2023,161756,498891,False
4524,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,5/29/2004,714421,621861,True
4525,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",4/21/2004,805329,593738,True
4526,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,10/26/2011,305855,378437,True
4527,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,2/9/2012,956506,896213,False
4528,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,8/19/2022,951648,909453,True
4529,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,12/13/2014,153640,806188,True
4530,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,6/5/2007,221230,675099,False
4531,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,12/19/2009,732753,173543,True
4532,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",10/2/2000,881397,706400,False
4533,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,7/11/2021,588931,943108,True
4534,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",4/23/2013,181151,965425,False
4535,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,6/19/2004,487393,518106,False
4536,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",8/5/2014,41441,521031,True
4537,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",12/13/2015,16559,195332,False
4538,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",7/17/2000,937717,305958,True
4539,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",1/11/2012,373263,471024,False
4540,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,7/25/2015,589142,250962,False
4541,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",10/8/2024,134431,867560,True
